PanGemGeneID,QueryGeneID
CPAR2_201040,XP_036665632
CPAR2_201050,XP_036665633
CPAR2_201060,XP_036665634
CPAR2_201070,XP_036665635
CPAR2_201080,XP_036665636
CPAR2_201090,XP_036665637
CPAR2_201100,XP_036665638
CPAR2_201110,XP_036665639
CPAR2_201120,XP_036665640
CPAR2_201130,XP_036665641
CPAR2_201140,XP_036665642
CPAR2_201150,XP_036665643
CPAR2_201160,XP_036665644
CPAR2_201170,XP_036665645
CPAR2_201180,XP_036665646
CPAR2_201190,XP_036665647
CPAR2_201200,XP_036665648
CPAR2_201210,XP_036665649
CPAR2_201220,XP_036665650
CPAR2_201230,XP_036665651
CPAR2_201240,XP_036665652
CPAR2_201250,XP_036665653
CPAR2_201260,XP_036665654
CPAR2_201270,XP_036665655
CPAR2_201280,XP_036665656
CPAR2_201290,XP_036665657
CPAR2_201300,XP_036665658
CPAR2_201310,XP_036665659
CPAR2_201320,XP_036665660
CPAR2_201330,XP_036665661
CPAR2_201340,XP_036665662
CPAR2_201350,XP_036665663
CPAR2_201360,XP_036665664
CPAR2_201370,XP_036665665
CPAR2_201380,XP_036665666
CPAR2_201390,XP_036665667
CPAR2_201400,XP_036665668
CPAR2_201410,XP_036665669
CPAR2_201420,XP_036665670
CPAR2_201430,XP_036665671
CPAR2_201440,XP_036665672
CPAR2_201450,XP_036665673
CPAR2_201460,XP_036665674
CPAR2_201470,XP_036665675
CPAR2_201480,XP_036665676
CPAR2_201490,XP_036665677
CPAR2_201500,XP_036665678
CPAR2_201510,XP_036665679
CPAR2_201520,XP_036665680
CPAR2_201530,XP_036665681
CPAR2_201540,XP_036665682
CPAR2_201550,XP_036665683
CPAR2_201560,XP_036665684
CPAR2_201570,XP_036665685
CPAR2_201580,XP_036665686
CPAR2_201590,XP_036665687
CPAR2_201600,XP_036665688
CPAR2_201610,XP_036665689
CPAR2_201620,XP_036665690
CPAR2_201630,XP_036665691
CPAR2_201640,XP_036665692
CPAR2_201650,XP_036665693
CPAR2_201660,XP_036665694
CPAR2_201670,XP_036665695
CPAR2_201680,XP_036665696
CPAR2_201690,XP_036665697
CPAR2_201700,XP_036665698
CPAR2_201710,XP_036665699
CPAR2_201720,XP_036665700
CPAR2_201730,XP_036665701
CPAR2_201740,XP_036665702
CPAR2_201750,XP_036665703
CPAR2_201760,XP_036665704
CPAR2_201770,XP_036665705
CPAR2_201780,XP_036665706
CPAR2_201790,XP_036665707
CPAR2_201800,XP_036665708
CPAR2_201810,XP_036665709
CPAR2_201820,XP_036665710
CPAR2_201830,XP_036665711
CPAR2_201840,XP_036665712
CPAR2_201850,XP_036665713
CPAR2_201860,XP_036665714
CPAR2_201870,XP_036665715
CPAR2_201880,XP_036665716
CPAR2_201890,XP_036665717
CPAR2_201900,XP_036665718
CPAR2_201910,XP_036665719
CPAR2_201920,XP_036665720
CPAR2_201930,XP_036665721
CPAR2_201940,XP_036665722
CPAR2_201950,XP_036665723
CPAR2_201960,XP_036665724
CPAR2_201970,XP_036665725
CPAR2_201980,XP_036665726
CPAR2_201990,XP_036665727
CPAR2_202000,XP_036665728
CPAR2_202010,XP_036665729
CPAR2_202020,XP_036665730
CPAR2_202030,XP_036665731
CPAR2_202040,XP_036665732
CPAR2_202050,XP_036665733
CPAR2_202070,XP_036665734
CPAR2_202080,XP_036665735
CPAR2_202090,XP_036665736
CPAR2_202100,XP_036665737
CPAR2_202110,XP_036665738
CPAR2_202120,XP_036665739
CPAR2_202130,XP_036665740
CPAR2_202140,XP_036665741
CPAR2_202150,XP_036665742
CPAR2_202160,XP_036665743
CPAR2_202170,XP_036665744
CPAR2_202180,XP_036665745
CPAR2_202190,XP_036665746
CPAR2_202200,XP_036665747
CPAR2_202210,XP_036665748
CPAR2_202220,XP_036665749
CPAR2_202230,XP_036665750
CPAR2_202240,XP_036665751
CPAR2_202250,XP_036665752
CPAR2_202260,XP_036665753
CPAR2_202270,XP_036665754
CPAR2_202280,XP_036665755
CPAR2_202290,XP_036665756
CPAR2_202300,XP_036665757
CPAR2_202310,XP_036665758
CPAR2_202320,XP_036665759
CPAR2_202330,XP_036665760
CPAR2_202340,XP_036665761
CPAR2_202350,XP_036665762
CPAR2_202360,XP_036665763
CPAR2_202370,XP_036665764
CPAR2_202380,XP_036665765
CPAR2_202390,XP_036665766
CPAR2_202400,XP_036665767
CPAR2_202410,XP_036665768
CPAR2_202420,XP_036665769
CPAR2_202430,XP_036665770
CPAR2_202440,XP_036665771
CPAR2_202450,XP_036665772
CPAR2_202460,XP_036665773
CPAR2_202470,XP_036665774
CPAR2_202480,XP_036665775
CPAR2_202490,XP_036665776
CPAR2_202500,XP_036665777
CPAR2_202510,XP_036665778
CPAR2_202520,XP_036665779
CPAR2_202530,XP_036665780
CPAR2_202540,XP_036665781
CPAR2_202550,XP_036665782
CPAR2_202560,XP_036665783
CPAR2_202570,XP_036665784
CPAR2_202580,XP_036665785
CPAR2_202590,XP_036665786
CPAR2_202600,XP_036665787
CPAR2_202610,XP_036665788
CPAR2_202620,XP_036665789
CPAR2_202630,XP_036665790
CPAR2_202640,XP_036665791
CPAR2_202650,XP_036665792
CPAR2_202660,XP_036665793
CPAR2_202670,XP_036665794
CPAR2_202680,XP_036665795
CPAR2_202690,XP_036665796
CPAR2_202700,XP_036665797
CPAR2_202710,XP_036665798
CPAR2_202720,XP_036665799
CPAR2_202730,XP_036665800
CPAR2_202740,XP_036665801
CPAR2_202750,XP_036665802
CPAR2_202760,XP_036665803
CPAR2_202770,XP_036665804
CPAR2_202780,XP_036665805
CPAR2_202790,XP_036665806
CPAR2_202800,XP_036665807
CPAR2_202810,XP_036665808
CPAR2_202820,XP_036665809
CPAR2_202830,XP_036665810
CPAR2_202840,XP_036665811
CPAR2_202850,XP_036665812
CPAR2_202860,XP_036665813
CPAR2_202870,XP_036665814
CPAR2_202880,XP_036665815
CPAR2_202890,XP_036665816
CPAR2_202900,XP_036665817
CPAR2_202910,XP_036665818
CPAR2_202920,XP_036665819
CPAR2_202930,XP_036665820
CPAR2_202940,XP_036665821
CPAR2_202950,XP_036665822
CPAR2_202960,XP_036665823
CPAR2_202970,XP_036665824
CPAR2_202980,XP_036665825
CPAR2_202990,XP_036665826
CPAR2_203000,XP_036665827
CPAR2_203010,XP_036665828
CPAR2_203020,XP_036665829
CPAR2_203030,XP_036665830
CPAR2_203040,XP_036665831
CPAR2_203050,XP_036665832
CPAR2_203060,XP_036665833
CPAR2_203070,XP_036665834
CPAR2_203080,XP_036665835
CPAR2_203090,XP_036665836
CPAR2_203100,XP_036665837
CPAR2_203110,XP_036665838
CPAR2_203120,XP_036665839
CPAR2_203130,XP_036665840
CPAR2_203140,XP_036665841
CPAR2_203150,XP_036665842
CPAR2_203160,XP_036665843
CPAR2_203170,XP_036665844
CPAR2_203180,XP_036665845
CPAR2_203190,XP_036665846
CPAR2_203200,XP_036665847
CPAR2_203210,XP_036665848
CPAR2_203220,XP_036665849
CPAR2_203230,XP_036665850
CPAR2_203240,XP_036665851
CPAR2_203250,XP_036665852
CPAR2_203260,XP_036665853
CPAR2_203270,XP_036665854
CPAR2_203280,XP_036665855
CPAR2_203290,XP_036665856
CPAR2_203300,XP_036665857
CPAR2_203310,XP_036665858
CPAR2_203320,XP_036665859
CPAR2_203330,XP_036665860
CPAR2_203340,XP_036665861
CPAR2_203350,XP_036665862
CPAR2_203360,XP_036665863
CPAR2_203370,XP_036665864
CPAR2_203380,XP_036665865
CPAR2_203390,XP_036665866
CPAR2_203400,XP_036665867
CPAR2_203410,XP_036665868
CPAR2_203420,XP_036665869
CPAR2_203430,XP_036665870
CPAR2_203440,XP_036665871
CPAR2_203450,XP_036665872
CPAR2_203460,XP_036665873
CPAR2_203470,XP_036665874
CPAR2_203480,XP_036665875
CPAR2_203490,XP_036665876
CPAR2_203500,XP_036665877
CPAR2_203510,XP_036665878
CPAR2_203520,XP_036665879
CPAR2_203530,XP_036665880
CPAR2_203540,XP_036665881
CPAR2_203550,XP_036665882
CPAR2_203560,XP_036665883
CPAR2_203570,XP_036665884
CPAR2_203580,XP_036665885
CPAR2_203590,XP_036665886
CPAR2_203600,XP_036665887
CPAR2_203610,XP_036665888
CPAR2_203620,XP_036665889
CPAR2_203630,XP_036665890
CPAR2_203640,XP_036665891
CPAR2_203650,XP_036665892
CPAR2_203660,XP_036665893
CPAR2_203670,XP_036665894
CPAR2_203680,XP_036665895
CPAR2_203690,XP_036665896
CPAR2_203700,XP_036665897
CPAR2_203710,XP_036665898
CPAR2_203720,XP_036665899
CPAR2_203730,XP_036665900
CPAR2_203740,XP_036665901
CPAR2_203750,XP_036665902
CPAR2_203760,XP_036665903
CPAR2_203770,XP_036665904
CPAR2_203780,XP_036665905
CPAR2_203790,XP_036665906
CPAR2_203800,XP_036665907
CPAR2_203810,XP_036665908
CPAR2_203820,XP_036665909
CPAR2_203830,XP_036665910
CPAR2_203840,XP_036665911
CPAR2_203850,XP_036665912
CPAR2_203860,XP_036665913
CPAR2_203870,XP_036665914
CPAR2_203880,XP_036665915
CPAR2_203890,XP_036665916
CPAR2_203900,XP_036665917
CPAR2_203910,XP_036665918
CPAR2_203920,XP_036665919
CPAR2_203930,XP_036665920
CPAR2_203940,XP_036665921
CPAR2_203950,XP_036665922
CPAR2_203960,XP_036665923
CPAR2_203970,XP_036665924
CPAR2_203980,XP_036665925
CPAR2_203990,XP_036665926
CPAR2_204000,XP_036665927
CPAR2_204010,XP_036665928
CPAR2_204020,XP_036665929
CPAR2_204030,XP_036665930
CPAR2_204040,XP_036665931
CPAR2_204050,XP_036665932
CPAR2_204060,XP_036665933
CPAR2_204070,XP_036665934
CPAR2_204080,XP_036665935
CPAR2_204090,XP_036665936
CPAR2_204100,XP_036665937
CPAR2_204110,XP_036665938
CPAR2_204120,XP_036665939
CPAR2_204130,XP_036665940
CPAR2_204140,XP_036665941
CPAR2_204150,XP_036665942
CPAR2_204160,XP_036665943
CPAR2_204170,XP_036665944
CPAR2_204180,XP_036665945
CPAR2_204190,XP_036665946
CPAR2_204200,XP_036665947
CPAR2_204210,XP_036665948
CPAR2_204220,XP_036665949
CPAR2_204230,XP_036665950
CPAR2_204240,XP_036665951
CPAR2_204250,XP_036665952
CPAR2_204260,XP_036665953
CPAR2_204270,XP_036665954
CPAR2_204280,XP_036665955
CPAR2_204290,XP_036665956
CPAR2_204300,XP_036665957
CPAR2_204310,XP_036665958
CPAR2_204320,XP_036665959
CPAR2_204330,XP_036665960
CPAR2_204340,XP_036665961
CPAR2_204350,XP_036665962
CPAR2_204360,XP_036665963
CPAR2_204370,XP_036665964
CPAR2_204380,XP_036665965
CPAR2_204390,XP_036665966
CPAR2_204400,XP_036665967
CPAR2_204410,XP_036665968
CPAR2_204420,XP_036665969
CPAR2_204430,XP_036665970
CPAR2_204440,XP_036665971
CPAR2_204450,XP_036665972
CPAR2_204460,XP_036665973
CPAR2_204470,XP_036665974
CPAR2_204480,XP_036665975
CPAR2_204490,XP_036665976
CPAR2_204500,XP_036665977
CPAR2_204510,XP_036665978
CPAR2_204520,XP_036665979
CPAR2_204530,XP_036665980
CPAR2_204540,XP_036665981
CPAR2_204550,XP_036665982
CPAR2_204560,XP_036665983
CPAR2_204570,XP_036665984
CPAR2_204580,XP_036665985
CPAR2_204590,XP_036665986
CPAR2_204600,XP_036665987
CPAR2_204610,XP_036665988
CPAR2_204620,XP_036665989
CPAR2_204630,XP_036665990
CPAR2_204640,XP_036665991
CPAR2_204650,XP_036665992
CPAR2_204660,XP_036665993
CPAR2_204670,XP_036665994
CPAR2_204680,XP_036665995
CPAR2_204690,XP_036665996
CPAR2_204700,XP_036665997
CPAR2_204710,XP_036665998
CPAR2_204720,XP_036665999
CPAR2_204730,XP_036666000
CPAR2_204740,XP_036666001
CPAR2_204750,XP_036666002
CPAR2_204760,XP_036666003
CPAR2_204770,XP_036666004
CPAR2_204780,XP_036666005
CPAR2_204790,XP_036666006
CPAR2_204800,XP_036666007
CPAR2_204810,XP_036666008
CPAR2_204820,XP_036666009
CPAR2_204830,XP_036666010
CPAR2_204840,XP_036666011
CPAR2_204850,XP_036666012
CPAR2_204860,XP_036666013
CPAR2_204870,XP_036666014
CPAR2_204880,XP_036666015
CPAR2_204890,XP_036666016
CPAR2_204900,XP_036666017
CPAR2_204910,XP_036666018
CPAR2_204920,XP_036666019
CPAR2_204930,XP_036666020
CPAR2_204940,XP_036666021
CPAR2_204950,XP_036666022
CPAR2_204960,XP_036666023
CPAR2_204970,XP_036666024
CPAR2_204980,XP_036666025
CPAR2_204990,XP_036666026
CPAR2_205000,XP_036666027
CPAR2_205010,XP_036666028
CPAR2_205020,XP_036666029
CPAR2_205030,XP_036666030
CPAR2_205040,XP_036666031
CPAR2_205050,XP_036666032
CPAR2_205060,XP_036666033
CPAR2_205070,XP_036666034
CPAR2_205080,XP_036666035
CPAR2_205090,XP_036666036
CPAR2_205100,XP_036666037
CPAR2_205110,XP_036666038
CPAR2_205120,XP_036666039
CPAR2_205130,XP_036666040
CPAR2_205140,XP_036666041
CPAR2_205150,XP_036666042
CPAR2_205160,XP_036666043
CPAR2_205170,XP_036666044
CPAR2_205180,XP_036666045
CPAR2_205190,XP_036666046
CPAR2_205200,XP_036666047
CPAR2_205210,XP_036666048
CPAR2_205220,XP_036666049
CPAR2_205230,XP_036666050
CPAR2_205240,XP_036666051
CPAR2_205250,XP_036666052
CPAR2_205260,XP_036666053
CPAR2_205270,XP_036666054
CPAR2_205280,XP_036666055
CPAR2_205290,XP_036666056
CPAR2_205300,XP_036666057
CPAR2_205310,XP_036666058
CPAR2_205320,XP_036666059
CPAR2_205330,XP_036666060
CPAR2_205340,XP_036666061
CPAR2_205350,XP_036666062
CPAR2_205360,XP_036666063
CPAR2_205370,XP_036666064
CPAR2_205380,XP_036666065
CPAR2_205390,XP_036666066
CPAR2_205400,XP_036666067
CPAR2_205410,XP_036666068
CPAR2_205420,XP_036666069
CPAR2_205430,XP_036666070
CPAR2_205440,XP_036666071
CPAR2_205450,XP_036666072
CPAR2_205460,XP_036666073
CPAR2_205470,XP_036666074
CPAR2_205480,XP_036666075
CPAR2_205490,XP_036666076
CPAR2_205500,XP_036666077
CPAR2_205510,XP_036666078
CPAR2_205520,XP_036666079
CPAR2_205530,XP_036666080
CPAR2_205540,XP_036666081
CPAR2_205550,XP_036666082
CPAR2_205560,XP_036666083
CPAR2_205570,XP_036666084
CPAR2_205580,XP_036666085
CPAR2_205590,XP_036666086
CPAR2_205600,XP_036666087
CPAR2_205610,XP_036666088
CPAR2_205620,XP_036666089
CPAR2_205630,XP_036666090
CPAR2_205640,XP_036666091
CPAR2_205650,XP_036666092
CPAR2_205660,XP_036666093
CPAR2_205670,XP_036666094
CPAR2_205680,XP_036666095
CPAR2_205690,XP_036666096
CPAR2_205700,XP_036666097
CPAR2_205710,XP_036666098
CPAR2_205720,XP_036666099
CPAR2_205730,XP_036666100
CPAR2_205740,XP_036666101
CPAR2_205750,XP_036666102
CPAR2_205760,XP_036666103
CPAR2_205770,XP_036666104
CPAR2_205780,XP_036666105
CPAR2_205790,XP_036666106
CPAR2_205800,XP_036666107
CPAR2_205810,XP_036666108
CPAR2_205820,XP_036666109
CPAR2_205830,XP_036666110
CPAR2_205840,XP_036666111
CPAR2_205850,XP_036666112
CPAR2_205860,XP_036666113
CPAR2_205870,XP_036666114
CPAR2_205875,XP_036666115
CPAR2_205880,XP_036666116
CPAR2_205890,XP_036666117
CPAR2_205900,XP_036666118
CPAR2_205910,XP_036666119
CPAR2_205920,XP_036666120
CPAR2_205930,XP_036666121
CPAR2_205940,XP_036666122
CPAR2_205950,XP_036666123
CPAR2_205960,XP_036666124
CPAR2_205970,XP_036666125
CPAR2_205980,XP_036666126
CPAR2_205990,XP_036666127
CPAR2_206000,XP_036666128
CPAR2_206010,XP_036666129
CPAR2_206020,XP_036666130
CPAR2_206030,XP_036666131
CPAR2_206040,XP_036666132
CPAR2_206050,XP_036666133
CPAR2_206060,XP_036666134
CPAR2_206070,XP_036666135
CPAR2_206080,XP_036666136
CPAR2_206090,XP_036666137
CPAR2_206100,XP_036666138
CPAR2_206110,XP_036666139
CPAR2_206120,XP_036666140
CPAR2_206130,XP_036666141
CPAR2_206140,XP_036666142
CPAR2_206150,XP_036666143
CPAR2_206160,XP_036666144
CPAR2_206170,XP_036666145
CPAR2_206180,XP_036666146
CPAR2_206190,XP_036666147
CPAR2_206200,XP_036666148
CPAR2_206210,XP_036666149
CPAR2_206220,XP_036666150
CPAR2_206240,XP_036666151
CPAR2_206250,XP_036666152
CPAR2_206270,XP_036666153
CPAR2_206280,XP_036666154
CPAR2_206290,XP_036666155
CPAR2_206300,XP_036666156
CPAR2_206310,XP_036666157
CPAR2_206320,XP_036666158
CPAR2_206330,XP_036666159
CPAR2_206340,XP_036666160
CPAR2_206350,XP_036666161
CPAR2_206360,XP_036666162
CPAR2_206370,XP_036666163
CPAR2_206380,XP_036666164
CPAR2_206390,XP_036666165
CPAR2_206400,XP_036666166
CPAR2_206410,XP_036666167
CPAR2_206420,XP_036666168
CPAR2_206430,XP_036666169
CPAR2_206440,XP_036666170
CPAR2_206450,XP_036666171
CPAR2_206460,XP_036666172
CPAR2_206470,XP_036666173
CPAR2_206480,XP_036666174
CPAR2_206490,XP_036666175
CPAR2_206500,XP_036666176
CPAR2_206510,XP_036666177
CPAR2_206520,XP_036666178
CPAR2_206530,XP_036666179
CPAR2_206540,XP_036666180
CPAR2_206550,XP_036666181
CPAR2_206560,XP_036666182
CPAR2_206570,XP_036666183
CPAR2_206580,XP_036666184
CPAR2_206590,XP_036666185
CPAR2_206600,XP_036666186
CPAR2_206610,XP_036666187
CPAR2_206620,XP_036666188
CPAR2_206630,XP_036666189
CPAR2_206640,XP_036666190
CPAR2_206650,XP_036666191
CPAR2_206660,XP_036666192
CPAR2_206670,XP_036666193
CPAR2_206680,XP_036666194
CPAR2_206690,XP_036666195
CPAR2_206700,XP_036666196
CPAR2_206710,XP_036666197
CPAR2_206720,XP_036666198
CPAR2_206730,XP_036666199
CPAR2_206740,XP_036666200
CPAR2_206750,XP_036666201
CPAR2_206760,XP_036666202
CPAR2_206770,XP_036666203
CPAR2_206780,XP_036666204
CPAR2_206790,XP_036666205
CPAR2_206800,XP_036666206
CPAR2_206810,XP_036666207
CPAR2_206820,XP_036666208
CPAR2_206830,XP_036666209
CPAR2_206840,XP_036666210
CPAR2_206850,XP_036666211
CPAR2_206860,XP_036666212
CPAR2_206870,XP_036666213
CPAR2_206880,XP_036666214
CPAR2_206890,XP_036666215
CPAR2_206900,XP_036666216
CPAR2_206910,XP_036666217
CPAR2_206920,XP_036666218
CPAR2_206930,XP_036666219
CPAR2_206940,XP_036666220
CPAR2_206950,XP_036666221
CPAR2_206960,XP_036666222
CPAR2_206970,XP_036666223
CPAR2_206980,XP_036666224
CPAR2_206990,XP_036666225
CPAR2_207000,XP_036666226
CPAR2_207010,XP_036666227
CPAR2_207020,XP_036666228
CPAR2_207030,XP_036666229
CPAR2_207040,XP_036666230
CPAR2_207050,XP_036666231
CPAR2_207060,XP_036666232
CPAR2_207070,XP_036666233
CPAR2_207080,XP_036666234
CPAR2_207090,XP_036666235
CPAR2_207100,XP_036666236
CPAR2_207110,XP_036666237
CPAR2_207120,XP_036666238
CPAR2_207130,XP_036666239
CPAR2_207140,XP_036666240
CPAR2_207150,XP_036666241
CPAR2_207160,XP_036666242
CPAR2_207170,XP_036666243
CPAR2_207180,XP_036666244
CPAR2_207190,XP_036666245
CPAR2_207200,XP_036666246
CPAR2_207210,XP_036666247
CPAR2_207220,XP_036666248
CPAR2_207230,XP_036666249
CPAR2_207240,XP_036666250
CPAR2_207250,XP_036666251
CPAR2_207260,XP_036666252
CPAR2_207270,XP_036666253
CPAR2_207280,XP_036666254
CPAR2_207290,XP_036666255
CPAR2_207300,XP_036666256
CPAR2_207310,XP_036666257
CPAR2_207320,XP_036666258
CPAR2_207330,XP_036666259
CPAR2_207340,XP_036666260
CPAR2_207350,XP_036666261
CPAR2_207360,XP_036666262
CPAR2_207370,XP_036666263
CPAR2_207380,XP_036666264
CPAR2_207390,XP_036666265
CPAR2_207400,XP_036666266
CPAR2_207410,XP_036666267
CPAR2_207420,XP_036666268
CPAR2_207430,XP_036666269
CPAR2_207440,XP_036666270
CPAR2_207450,XP_036666271
CPAR2_207460,XP_036666272
CPAR2_207470,XP_036666273
CPAR2_207480,XP_036666274
CPAR2_207490,XP_036666275
CPAR2_207500,XP_036666276
CPAR2_207510,XP_036666277
CPAR2_207520,XP_036666278
CPAR2_207530,XP_036666279
CPAR2_207540,XP_036666280
CPAR2_207550,XP_036666281
CPAR2_207560,XP_036666282
CPAR2_207570,XP_036666283
CPAR2_207580,XP_036666284
CPAR2_207590,XP_036666285
CPAR2_207600,XP_036666286
CPAR2_207610,XP_036666287
CPAR2_207620,XP_036666288
CPAR2_207630,XP_036666289
CPAR2_207640,XP_036666290
CPAR2_207650,XP_036666291
CPAR2_207660,XP_036666292
CPAR2_207670,XP_036666293
CPAR2_207680,XP_036666294
CPAR2_207690,XP_036666295
CPAR2_207700,XP_036666296
CPAR2_207710,XP_036666297
CPAR2_207720,XP_036666298
CPAR2_207730,XP_036666299
CPAR2_207740,XP_036666300
CPAR2_207750,XP_036666301
CPAR2_207760,XP_036666302
CPAR2_207770,XP_036666303
CPAR2_207780,XP_036666304
CPAR2_207790,XP_036666305
CPAR2_207800,XP_036666306
CPAR2_207810,XP_036666307
CPAR2_207820,XP_036666308
CPAR2_207830,XP_036666309
CPAR2_207840,XP_036666310
CPAR2_207850,XP_036666311
CPAR2_207860,XP_036666312
CPAR2_207870,XP_036666313
CPAR2_207880,XP_036666314
CPAR2_207890,XP_036666315
CPAR2_207900,XP_036666316
CPAR2_207910,XP_036666317
CPAR2_207920,XP_036666318
CPAR2_207930,XP_036666319
CPAR2_207940,XP_036666320
CPAR2_207950,XP_036666321
CPAR2_207960,XP_036666322
CPAR2_207970,XP_036666323
CPAR2_207980,XP_036666324
CPAR2_207990,XP_036666325
CPAR2_208000,XP_036666326
CPAR2_208010,XP_036666327
CPAR2_208020,XP_036666328
CPAR2_208030,XP_036666329
CPAR2_208040,XP_036666330
CPAR2_208050,XP_036666331
CPAR2_208060,XP_036666332
CPAR2_208070,XP_036666333
CPAR2_208080,XP_036666334
CPAR2_208090,XP_036666335
CPAR2_208100,XP_036666336
CPAR2_208110,XP_036666337
CPAR2_208120,XP_036666338
CPAR2_208130,XP_036666339
CPAR2_208140,XP_036666340
CPAR2_208150,XP_036666341
CPAR2_208160,XP_036666342
CPAR2_208190,XP_036666343
CPAR2_208200,XP_036666344
CPAR2_208210,XP_036666345
CPAR2_208220,XP_036666346
CPAR2_208230,XP_036666347
CPAR2_208240,XP_036666348
CPAR2_208250,XP_036666349
CPAR2_208260,XP_036666350
CPAR2_208270,XP_036666351
CPAR2_208280,XP_036666352
CPAR2_208290,XP_036666353
CPAR2_208300,XP_036666354
CPAR2_208310,XP_036666355
CPAR2_208320,XP_036666356
CPAR2_208330,XP_036666357
CPAR2_208340,XP_036666358
CPAR2_208350,XP_036666359
CPAR2_208360,XP_036666360
CPAR2_208370,XP_036666361
CPAR2_208380,XP_036666362
CPAR2_208390,XP_036666363
CPAR2_208400,XP_036666364
CPAR2_208410,XP_036666365
CPAR2_208420,XP_036666366
CPAR2_208430,XP_036666367
CPAR2_208440,XP_036666368
CPAR2_208450,XP_036666369
CPAR2_208460,XP_036666370
CPAR2_208470,XP_036666371
CPAR2_208480,XP_036666372
CPAR2_208490,XP_036666373
CPAR2_208500,XP_036666374
CPAR2_208510,XP_036666375
CPAR2_208520,XP_036666376
CPAR2_208530,XP_036666377
CPAR2_208540,XP_036666378
CPAR2_208550,XP_036666379
CPAR2_208560,XP_036666380
CPAR2_208570,XP_036666381
CPAR2_208580,XP_036666382
CPAR2_208590,XP_036666383
CPAR2_208600,XP_036666384
CPAR2_208610,XP_036666385
CPAR2_208620,XP_036666386
CPAR2_208630,XP_036666387
CPAR2_208640,XP_036666388
CPAR2_208650,XP_036666389
CPAR2_208660,XP_036666390
CPAR2_208670,XP_036666391
CPAR2_208680,XP_036666392
CPAR2_208690,XP_036666393
CPAR2_208700,XP_036666394
CPAR2_208710,XP_036666395
CPAR2_208730,XP_036666396
CPAR2_208740,XP_036666397
CPAR2_208750,XP_036666398
CPAR2_208760,XP_036666399
CPAR2_208770,XP_036666400
CPAR2_208780,XP_036666401
CPAR2_208790,XP_036666402
CPAR2_208800,XP_036666403
CPAR2_208810,XP_036666404
CPAR2_208830,XP_036666405
CPAR2_208840,XP_036666406
CPAR2_208850,XP_036666407
CPAR2_208860,XP_036666408
CPAR2_208870,XP_036666409
CPAR2_208880,XP_036666410
CPAR2_208890,XP_036666411
CPAR2_208900,XP_036666412
CPAR2_208910,XP_036666413
CPAR2_208920,XP_036666414
CPAR2_208930,XP_036666415
CPAR2_208940,XP_036666416
CPAR2_208950,XP_036666417
CPAR2_208960,XP_036666418
CPAR2_208970,XP_036666419
CPAR2_208980,XP_036666420
CPAR2_208990,XP_036666421
CPAR2_209000,XP_036666422
CPAR2_209010,XP_036666423
CPAR2_209020,XP_036666424
CPAR2_209030,XP_036666425
CPAR2_209040,XP_036666426
CPAR2_209050,XP_036666427
CPAR2_209060,XP_036666428
CPAR2_209070,XP_036666429
CPAR2_209080,XP_036666430
CPAR2_209090,XP_036666431
CPAR2_209100,XP_036666432
CPAR2_209110,XP_036666433
CPAR2_209120,XP_036666434
CPAR2_209130,XP_036666435
CPAR2_209140,XP_036666436
CPAR2_209150,XP_036666437
CPAR2_209160,XP_036666438
CPAR2_209170,XP_036666439
CPAR2_209180,XP_036666440
CPAR2_209190,XP_036666441
CPAR2_209200,XP_036666442
CPAR2_209210,XP_036666443
CPAR2_209220,XP_036666444
CPAR2_209230,XP_036666445
CPAR2_209240,XP_036666446
CPAR2_209250,XP_036666447
CPAR2_209260,XP_036666448
CPAR2_209270,XP_036666449
CPAR2_209280,XP_036666450
CPAR2_209290,XP_036666451
CPAR2_209300,XP_036666452
CPAR2_209310,XP_036666453
CPAR2_209320,XP_036666454
CPAR2_209330,XP_036666455
CPAR2_209340,XP_036666456
CPAR2_209350,XP_036666457
CPAR2_209360,XP_036666458
CPAR2_209370,XP_036666459
CPAR2_209380,XP_036666460
CPAR2_209390,XP_036666461
CPAR2_209400,XP_036666462
CPAR2_209410,XP_036666463
CPAR2_209420,XP_036666464
CPAR2_209430,XP_036666465
CPAR2_209440,XP_036666466
CPAR2_209450,XP_036666467
CPAR2_209460,XP_036666468
CPAR2_209470,XP_036666469
CPAR2_209480,XP_036666470
CPAR2_209490,XP_036666471
CPAR2_209500,XP_036666472
CPAR2_209510,XP_036666473
CPAR2_209520,XP_036666474
CPAR2_209530,XP_036666475
CPAR2_209540,XP_036666476
CPAR2_209550,XP_036666477
CPAR2_209560,XP_036666478
CPAR2_209570,XP_036666479
CPAR2_209580,XP_036666480
CPAR2_209590,XP_036666481
CPAR2_209600,XP_036666482
CPAR2_209610,XP_036666483
CPAR2_209620,XP_036666484
CPAR2_209630,XP_036666485
CPAR2_209640,XP_036666486
CPAR2_209650,XP_036666487
CPAR2_209660,XP_036666488
CPAR2_209670,XP_036666489
CPAR2_209680,XP_036666490
CPAR2_209690,XP_036666491
CPAR2_209700,XP_036666492
CPAR2_209710,XP_036666493
CPAR2_209720,XP_036666494
CPAR2_209730,XP_036666495
CPAR2_209740,XP_036666496
CPAR2_209750,XP_036666497
CPAR2_209760,XP_036666498
CPAR2_209770,XP_036666499
CPAR2_209780,XP_036666500
CPAR2_209790,XP_036666501
CPAR2_209800,XP_036666502
CPAR2_209810,XP_036666503
CPAR2_209820,XP_036666504
